SKU,Short Description,Long Description,Model,Category Group,Category,Manufacturer,Manufacturer SKU,Image URL,Document Name,Document URL,Unit Of Measure,Buy Cost,Trade Price,MSRP GBP,MSRP USD,MSRP EUR,Discontinued
DA-500FH  CE-GB,MULTICHANNEL POWER AMPLIFIERS,,,,,RG Jones,,,,,,1344.0,,1344.0,,,
DA-500FH  CE-GBA00,MULTICHANNEL POWER AMPLIFIERS,,,,,RG Jones,,,,,,1414.88,,1414.88,,,
DA-550F   CE-GB,MULTICHANNEL POWER AMPLIFIERS,,,,,RG Jones,,,,,,1282.4,,1282.4,,,
DA-550F   CE-GBA00,MULTICHANNEL POWER AMPLIFIERS,,,,,RG Jones,,,,,,1341.2,,1341.2,,,
DA-550F   CE-GBC00,MULTICHANNEL POWER AMPLIFIERS,,,,,RG Jones,,,,,,1282.4,,1282.4,,,
DA-550F   CE301C00,MULTICHANNEL POWER AMPLIFIERS,,,,,RG Jones,,,,,,1282.4,,1282.4,,,
DG-46UL2-8Y,RE-CONE FOR HLS46UL2-8,,,,,RG Jones,,,,,,52.82,,52.82,,,
DM-1100,MICROPHONE,,,,,RG Jones,,,,,,23.63,,23.63,,,
DM-1200,DYNAMIC MICROPHONE,,,,,RG Jones,,,,,,47.25,,47.25,,,
DM-1200D,DYNAMIC MICROPHONE,,,,,RG Jones,,,,,,47.25,,47.25,,,
DM-1300,DYNAMIC MICROPHONE,,,,,RG Jones,,,,,,49.88,,49.88,,,
DM-1300        100,DYNAMIC MICROPHONE,,,,,RG Jones,,,,,,65.63,,65.63,,,
DM-1500,DYNAMIC MICROPHONE,,,,,RG Jones,,,,,,104.48,,104.48,,,
DM-1500        100,DYNAMIC MICROPHONE,,,,,RG Jones,,,,,,118.13,,118.13,,,
DM-524B,DYNAMIC MICROPHONE LO Z,,,,,RG Jones,,,,,,70.88,,70.88,,,
DM-524B        A00,DYNAMIC MICROPHONE LO Z,,,,,RG Jones,,,,,,131.25,,131.25,,,
DM-524S,DYNAMIC MICROPHONE LO Z,,,,,RG Jones,,,,,,144.38,,144.38,,,
DM-524S        A00,DYNAMIC MICROPHONE LO Z,,,,,RG Jones,,,,,,144.38,,144.38,,,
DP-K1     CE-GB,DIGITAL AUDIO PROCESSOR,,,,,RG Jones,,,,,,1169.84,,1169.84,,,
DP-L2     CE-GB,DIGITAL AMBIENT NOISE CONTROLLER,,,,,RG Jones,,,,,,980.0,,980.0,,,
DP-SP3    CE   A01,DIGITAL SPEAKER PROCESSOR,,,,,RG Jones,,,,,,822.64,,822.64,,,
DP-SP3    CE-GB,DIGITAL SPEAKER PROCESSOR,,,,,RG Jones,,,,,,822.64,,822.64,,,
DP-SP3    CE-GBA00,DIGITAL SPEAKER PROCESSOR,,,,,RG Jones,,,,,,822.64,,822.64,,,
EC-100M   Y,MICROPHONE W/ELECTROCHIME,,,,,RG Jones,,,,,,118.17,,118.17,,,
EC-380-EB      F00,Chime Microphone,,,,,RG Jones,,,,,,78.75,,78.75,,,
ECU-32         QO,32 Line Desk Con Unit c/w Handset+Disply,,,,,RG Jones,,,,,,819.0,,819.0,,,
ECU-4          QO,4 Line Master Controller  c/w Handset,,,,,RG Jones,,,,,,490.0,,490.0,,,
ECU-64         QO,64 Line Desk Con Unit c/w Handset+Disply,,,,,RG Jones,,,,,,1225.0,,1225.0,,,
ECU-8          QO,8 Line Master Controller  c/w Handset,,,,,RG Jones,,,,,,625.0,,625.0,,,
ECU-8NT        QO,8 Line Master EVC Unit  No Handset,,,,,RG Jones,,,,,,570.0,,570.0,,,
ECU-8S         QO,8 Line Slave EVC Expansion Unit,,,,,RG Jones,,,,,,435.0,,435.0,,,
ECU721         QO,Network Communication Card,,,,,RG Jones,,,,,,60.5,,60.5,,,
EM-362-AS      F00,NECK WORN MICROPHONE,,,,,RG Jones,,,,,,36.75,,36.75,,,
EM-362-EB      F00,NECK WORN MICROPHONE,,,,,RG Jones,,,,,,36.75,,36.75,,,
EM-380-EB      F00, Gooseneck Microphone,,,,,RG Jones,,,,,,47.25,,47.25,,,
EM-410,LAVALIER MICROPHONE,,,,,RG Jones,,,,,,60.38,,60.38,,,
EM-600,FLUSH-MOUNT BOUNDARY MICROPHONE,,,,,RG Jones,,,,,,89.25,,89.25,,,
EM-700,BOUNDARY MICROPHONE,,,,,RG Jones,,,,,,154.88,,154.88,,,
EM-800,GOOSENECK MICROPHONE,,,,,RG Jones,,,,,,99.75,,99.75,,,
EQ-0101A    Q,EQ BOX FOR HA-1010,,,,,RG Jones,,,,,,417.38,,417.38,,,
ER-1000BK-EBCE,Personnal PA System with Mic,,,,,RG Jones,,,,,,89.25,,89.25,,,
ER-1000BK-EBCE C00,PERSONAL PA SYSTEM,,,,,RG Jones,,,,,,89.25,,89.25,,,
ER-1000BK-EBCE C01,PERSONAL PA SYSTEM,,,,,RG Jones,,,,,,89.25,,89.25,,,
ER-1203,3W SPLASH PROOF MEGAPHONE,,,,,RG Jones,,,,,,60.38,,60.38,,,
ER-1206,6W SPLASH PROOF MEGAPHONE,,,,,RG Jones,,,,,,65.63,,65.63,,,
ER-1206S,"6W SPLASH PROOF MEGAPHONE,SIREN SIG.",,,,,RG Jones,,,,,,70.88,,70.88,,,
ER-1206S  EU,6W SPLASH PROOF MEGAPHONE,,,,,RG Jones,,,,,,70.88,,70.88,,,
ER-1206W,"6W SPLASH PROOF MEGAPHONE,WHISTLE SIG.",,,,,RG Jones,,,,,,70.88,,70.88,,,
ER-1215,15W HAND MEGAPHONE,,,,,RG Jones,,,,,,57.23,,57.23,,,
ER-1215S,"15W HAND MEGAPHONE,SIREN SIG.",,,,,RG Jones,,,,,,65.63,,65.63,,,
ER-2215,15W SHOULDER MEGAPHONE,,,,,RG Jones,,,,,,57.23,,57.23,,,
ER-2215W,"15W SHOULDER MEGAPHONE,WHISTLE SIG.",,,,,RG Jones,,,,,,65.63,,65.63,,,
ER-2230W,"30W SHOULDER MEGAPHONE,WHISTLE SIG.",,,,,RG Jones,,,,,,139.13,,139.13,,,
ER-2930W,"30W WIRELESS MEGAPHONE,WHISTLE SIG.",,,,,RG Jones,,,,,,175.88,,175.88,,,
ER-3215,"15W HAND MEGAPHONE,SEPARATE MIC",,,,,RG Jones,,,,,,55.13,,55.13,,,
ER-520,6W HAND MEGAPHONE,,,,,RG Jones,,,,,,36.75,,36.75,,,
ER-520S,"6W HAND MEGAPHONE,SIREN SIG.",,,,,RG Jones,,,,,,44.63,,44.63,,,
ER-520W,"6W HAND MEGAPHONE,WHISTLE SIG.",,,,,RG Jones,,,,,,44.63,,44.63,,,
ES-0424WP,SPEAKER SYSTEM W/BOX,,,,,RG Jones,,,,,,519.64,,519.64,,,
ES-0851,SPEAKER SYSTEM,,,,,RG Jones,,,,,,367.08,,367.08,,,
ES-0871,SPEAKER SYSTEM,,,,,RG Jones,,,,,,575.6,,575.6,,,
EV-200M,VOICE ANNOUNCEMENT BOARD,,,,,RG Jones,,,,,,249.38,,249.38,,,
EV-200M        A00,VOICE ANNOUNCEMENT BOARD,,,,,RG Jones,,,,,,228.38,,228.38,,,
EV-20R    W,SOUND REPEATER,,,,,RG Jones,,,,,,417.38,,417.38,,,
EV-20R    W    D00,SOUND REPEATER,,,,,RG Jones,,,,,,312.38,,312.38,,,
EV-350P   CE-GB,DIGITAL ANNOUNCER,,,,,RG Jones,,,,,,610.2,,610.2,,,
EV-700      QCEA00,DIGITAL ANNOUNCER,,,,,RG Jones,,,,,,823.73,,823.73,,,
EV-700      W  A00,DIGITAL ANNOUNCER,,,,,RG Jones,,,,,,823.73,,823.73,,,
EV-700      W  A01,DIGITAL ANNOUNCER,,,,,RG Jones,,,,,,823.73,,823.73,,,
EV-CF128M,MEMORY CARD,,,,,RG Jones,,,,,,123.38,,123.38,,,
EVC301RLK      QO,Red fire telephone EVC outstation  c/w,,,,,RG Jones,,,,,,101.0,,101.0,,,
EVC301RPO      QO,Red fire telephone EVC outstation,,,,,RG Jones,,,,,,101.0,,101.0,,,
EVC302F        QO,Disabled Refuge Outstation  Flush,,,,,RG Jones,,,,,,99.0,,99.0,,,
EVC302GF       QO,Green Disabled Refuge Outstation  Flush,,,,,RG Jones,,,,,,90.0,,90.0,,,
EVC302GS       QO,Green Disabled Refuge Outstation Surface,,,,,RG Jones,,,,,,105.0,,105.0,,,
EVC302S        QO,Disabled Refuge Outstation  Surface,,,,,RG Jones,,,,,,104.5,,104.5,,,
F-03BT-WP-UE   F00,SPEAKER SYSTEM,,,,,RG Jones,,,,,,1.0,,1.0,,,
F-03WT-WP-UE   F00,SPEAKER SYSTEM,,,,,RG Jones,,,,,,1.0,,1.0,,,
F-05BT-WP-UE   F00,SPEAKER SYSTEM,,,,,RG Jones,,,,,,1.0,,1.0,,,
F-05WT-WP-UE   F00,SPEAKER SYSTEM,,,,,RG Jones,,,,,,1.0,,1.0,,,
F-08BT-WP-UE   F00,SPEAKER SYSTEM,,,,,RG Jones,,,,,,1.0,,1.0,,,
F-08WT-WP-UE   F00,SPEAKER SYSTEM,,,,,RG Jones,,,,,,1.0,,1.0,,,
F-1000B,SPEAKER SYSTEM,,,,,RG Jones,,,,,,53.2,,53.2,,,
F-1000BT,SPEAKER SYSTEM,,,,,RG Jones,,,,,,58.8,,58.8,,,
F-1000BTWP,SPEAKER SYSTEM,,,,,RG Jones,,,,,,70.0,,70.0,,,
F-1000BTWPEB-Q,SPEAKER,,,,,RG Jones,,,,,,84.0,,84.0,,,
F-1000W,SPEAKER SYSTEM,,,,,RG Jones,,,,,,53.2,,53.2,,,
F-1000WT,SPEAKER SYSTEM,,,,,RG Jones,,,,,,58.8,,58.8,,,
F-1000WTWP,SPEAKER SYSTEM,,,,,RG Jones,,,,,,70.0,,70.0,,,
F-1000WTWPEB-Q,SPEAKER,,,,,RG Jones,,,,,,84.0,,84.0,,,
F-122C,PANEL CONE SPEAKER,,,,,RG Jones,,,,,,78.4,,78.4,,,
F-1300B,SPEAKER SYSTEM,,,,,RG Jones,,,,,,70.0,,70.0,,,
F-1300BT,SPEAKER SYSTEM,,,,,RG Jones,,,,,,78.4,,78.4,,,
F-1300BTWP,SPEAKER SYSTEM,,,,,RG Jones,,,,,,92.4,,92.4,,,
F-1300BTWPEB-Q,SPEAKER,,,,,RG Jones,,,,,,126.0,,126.0,,,
F-1300W,SPEAKER SYSTEM,,,,,RG Jones,,,,,,70.0,,70.0,,,
F-1300WT,SPEAKER SYSTEM,,,,,RG Jones,,,,,,78.4,,78.4,,,
F-1300WTWP,SPEAKER SYSTEM,,,,,RG Jones,,,,,,92.4,,92.4,,,
F-1300WTWPEB-Q,SPEAKER,,,,,RG Jones,,,,,,126.0,,126.0,,,
F-1522SC,PANEL CONE SPEAKER,,,,,RG Jones,,,,,,36.4,,36.4,,,
F-2000B,SPEAKER SYSTEM,,,,,RG Jones,,,,,,103.6,,103.6,,,
F-2000BT,SPEAKER SYSTEM,,,,,RG Jones,,,,,,112.0,,112.0,,,
F-2000BTWP,SPEAKER SYSTEM,,,,,RG Jones,,,,,,137.2,,137.2,,,
F-2000BTWPEB-Q,SPEAKER,,,,,RG Jones,,,,,,183.75,,183.75,,,
F-2000W,SPEAKER SYSTEM,,,,,RG Jones,,,,,,103.6,,103.6,,,
F-2000WT,SPEAKER SYSTEM,,,,,RG Jones,,,,,,112.0,,112.0,,,
F-2000WTWP,SPEAKER SYSTEM,,,,,RG Jones,,,,,,137.2,,137.2,,,
F-2000WTWPEB-Q,SPEAKER,,,,,RG Jones,,,,,,183.75,,183.75,,,
F-2322C,PANEL CONE SPEAKER,,,,,RG Jones,,,,,,75.6,,75.6,,,
F-2322C-BSQ,30W (100V) 12CM Ceiling Speaker for VA,,,,,RG Jones,,,,,,60.38,,60.38,,,
F-2352C,PANEL CONE SPEAKER,,,,,RG Jones,,,,,,86.8,,86.8,,,
F-2352C-BSQ,30W (100V)12CM 2Way CeilingSpeaker forVA,,,,,RG Jones,,,,,,70.88,,70.88,,,
F-2352SC,PANEL CONE SPEAKER,,,,,RG Jones,,,,,,47.6,,47.6,,,
F-2852C,PANEL CONE SPEAKER,,,,,RG Jones,,,,,,120.4,,120.4,,,
FB-100,SUB WOOFER SPEAKER SYSTEM,,,,,RG Jones,,,,,,183.21,,183.21,,,
FB-120B,SUBWOOFER SYSTEM,,,,,RG Jones,,,,,,221.2,,221.2,,,
FB-120W,SUBWOOFER SYSTEM,,,,,RG Jones,,,,,,221.2,,221.2,,,
FB-150B        A00,SUBWOOFER SYSTEM,,,,,RG Jones,,,,,,837.2,,837.2,,,
FB-150W        A00,SUBWOOFER SYSTEM,,,,,RG Jones,,,,,,837.2,,837.2,,,
FITT NEW       QO,EVC Line Tester,,,,,RG Jones,,,,,,93.0,,93.0,,,
FPROK1         QO,FosMeter-Pro Induction Loop Test kit,,,,,RG Jones,,,,,,250.0,,250.0,,,
GS-302,GARDEN SPEAKER,,,,,RG Jones,,,,,,70.88,,70.88,,,
H-1,SPEAKER SYSTEM,,,,,RG Jones,,,,,,81.2,,81.2,,,
H-1       EU,SPEAKER SYSTEM,,,,,RG Jones,,,,,,77.84,,77.84,,,
H-2,SPEAKER SYSTEM,,,,,RG Jones,,,,,,89.6,,89.6,,,
H-2       EU,SPEAKER SYSTEM,,,,,RG Jones,,,,,,81.2,,81.2,,,
H-2       EX,SPEAKER SYSTEM,,,,,RG Jones,,,,,,81.2,,81.2,,,
H-2WP,SPEAKER SYSTEM,,,,,RG Jones,,,,,,103.6,,103.6,,,
H-2WP     EU,SPEAKER SYSTEM,,,,,RG Jones,,,,,,94.64,,94.64,,,
H-3,WALL MOUNT SPEAKER SYSTEM,,,,,RG Jones,,,,,,131.6,,131.6,,,
H-3WP,SPEAKER SYSTEM,,,,,RG Jones,,,,,,145.6,,145.6,,,
H-3WP     EU,WALL MOUNT SPEAKER,,,,,RG Jones,,,,,,156.24,,156.24,,,
HA-1010     Q,"100V, LONG RANGE SLIM ARRAY SPEAKER",,,,,RG Jones,,,,,,653.63,,653.63,,,
HA-1010-EB     QJ,LONG RANGE SLIM ARRAY SPEAKER,,,,,RG Jones,,,,,,653.63,,653.63,,,
HA-1060EN   Q  F00,HORN ARRAY SPEAKER,,,,,RG Jones,,,,,,574.88,,574.88,,,
HA-2240EN   Q  F00,HORN ARRAY SPEAKER,,,,,RG Jones,,,,,,1572.38,,1572.38,,,
HA2URD10       QO,"2U 19"" Rack Drawer",,,,,RG Jones,,,,,,76.13,,76.13,,,
HB-1,SUB WOOFERSYSTEM,,,,,RG Jones,,,,,,221.2,,221.2,,,
HS-1200BT,SPEAKER SYSTEM,,,,,RG Jones,,,,,,196.0,,196.0,,,
HS-1200WT,SPEAKER SYSTEM,,,,,RG Jones,,,,,,196.0,,196.0,,,
HS-120B,SPEAKER SYSTEM,,,,,RG Jones,,,,,,173.6,,173.6,,,
HS-120W,SPEAKER SYSTEM,,,,,RG Jones,,,,,,173.6,,173.6,,,
HS-1500BT,SPEAKER SYSTEM,,,,,RG Jones,,,,,,238.0,,238.0,,,
HS-1500WT,SPEAKER SYSTEM,,,,,RG Jones,,,,,,238.0,,238.0,,,
HS-150B,SPEAKER SYSTEM,,,,,RG Jones,,,,,,210.0,,210.0,,,
HS-150W,SPEAKER SYSTEM,,,,,RG Jones,,,,,,210.0,,210.0,,,
HW-25,HW-25,,,,,RG Jones,,,,,,22.54,,22.54,,,
HX-5B,SPEAKER SYSTEM,,,,,RG Jones,,,,,,322.0,,322.0,,,
HX-5B     EU,SPEAKER SYSTEM,,,,,RG Jones,,,,,,322.0,,322.0,,,
HX-5B-WP,SPEAKER SYSTEM,,,,,RG Jones,,,,,,420.0,,420.0,,,
HX-5B-WP  EB-Q,SPEAKER SYSTEM,,,,,RG Jones,,,,,,498.75,,498.75,,,
HX-5W,SPEAKER SYSTEM,,,,,RG Jones,,,,,,322.0,,322.0,,,
HX-5W-WP,SPEAKER SYSTEM,,,,,RG Jones,,,,,,420.0,,420.0,,,
HX-5W-WP  EB-Q,SPEAKER SYSTEM,,,,,RG Jones,,,,,,498.75,,498.75,,,
HX-5W-WP  EU,SPEAKER SYSTEM,,,,,RG Jones,,,,,,350.0,,350.0,,,
HX-7B          F00,SPEAKER SYSTEM,,,,,RG Jones,,,,,,812.0,,812.0,,,
HX-7B-WP       F00,SPEAKER SYSTEM,,,,,RG Jones,,,,,,949.2,,949.2,,,
HX-7B-WPEN     Q,SPEAKER SYSTEM,,,,,RG Jones,,,,,,1181.25,,1181.25,,,
HX-7W          F00,SPEAKER SYSTEM,,,,,RG Jones,,,,,,812.0,,812.0,,,
HX-7W-WP       F00,SPEAKER SYSTEM,,,,,RG Jones,,,,,,949.2,,949.2,,,
HX-7W-WPEN     Q,SPEAKER SYSTEM,,,,,RG Jones,,,,,,1181.25,,1181.25,,,
HY-0851CL,MOUNTING BRACKET,,,,,RG Jones,,,,,,35.31,,35.31,,,
HY-1200HB,MOUNTING BRACKET,,,,,RG Jones,,,,,,23.52,,23.52,,,
HY-1200HW,MOUNTING BRACKET,,,,,RG Jones,,,,,,23.52,,23.52,,,
HY-1200VB,MOUNTING BRACKET,,,,,RG Jones,,,,,,25.2,,25.2,,,
HY-1200VW,MOUNTING BRACKET,,,,,RG Jones,,,,,,25.2,,25.2,,,
HY-1500HB,MOUNTING BRACKET,,,,,RG Jones,,,,,,30.8,,30.8,,,
HY-1500HW,MOUNTING BRACKET,,,,,RG Jones,,,,,,30.8,,30.8,,,
HY-1500VB,MOUNTING BRACKET,,,,,RG Jones,,,,,,30.8,,30.8,,,
HY-1500VW,MOUNTING BRACKET,,,,,RG Jones,,,,,,30.8,,30.8,,,
HY-60DB        F00,ANGLE ADJUSTMENT BRACKET,,,,,RG Jones,,,,,,7.84,,7.84,,,
HY-60DB-WP     F00,ANGLE ADJUSTMENT BRACKET,,,,,RG Jones,,,,,,8.4,,8.4,,,
HY-60DW        F00,ANGLE ADJUSTMENT BRACKET,,,,,RG Jones,,,,,,7.84,,7.84,,,
HY-60DW-WP     F00,ANGLE ADJUSTMENT BRACKET,,,,,RG Jones,,,,,,8.4,,8.4,,,
HY-AH1,ANCHOR HANGING BRACKET,,,,,RG Jones,,,,,,15.12,,15.12,,,
HY-BC1,BACK CAN,,,,,RG Jones,,,,,,19.6,,19.6,,,
HY-BH10B,BOARD HANGER BRACKET,,,,,RG Jones,,,,,,12.04,,12.04,,,
HY-C0801,CEILING MOUNT BRACKET,,,,,RG Jones,,,,,,70.0,,70.0,,,
HY-C0801W,CEILING MOUNT BRACKET,,,,,RG Jones,,,,,,70.0,,70.0,,,
HY-CL10B,CLUSTERT BRACKET,,,,,RG Jones,,,,,,22.4,,22.4,,,
HY-CL20B,CLUSTERT BRACKET,,,,,RG Jones,,,,,,47.6,,47.6,,,
HY-CM10B,CEILING MOUNT BRACKET,,,,,RG Jones,,,,,,11.2,,11.2,,,
HY-CM10W,CEILING MOUNT BRACKET,,,,,RG Jones,,,,,,11.2,,11.2,,,
HY-CM20B,CEILING MOUNT BRACKET,,,,,RG Jones,,,,,,19.6,,19.6,,,
HY-CM20W,CEILING MOUNT BRACKET,,,,,RG Jones,,,,,,19.6,,19.6,,,
HY-CN1B,SPEAKER EXTENSION BRACKET,,,,,RG Jones,,,,,,11.2,,11.2,,,
HY-CN1B-WP,SPEAKER EXTENSION BRACKET,,,,,RG Jones,,,,,,16.8,,16.8,,,
HY-CN1W,SPEAKER EXTENSION BRACKET,,,,,RG Jones,,,,,,11.2,,11.2,,,
HY-CN1W-WP,SPEAKER EXTENSION BRACKET,,,,,RG Jones,,,,,,16.8,,16.8,,,
HY-CN7B        F00,SPEAKER CONNECTION BRACKET,,,,,RG Jones,,,,,,15.4,,15.4,,,
HY-CN7B-WP     F00,SPEAKER CONNECTION BRACKET,,,,,RG Jones,,,,,,25.2,,25.2,,,
HY-CN7W        F00,SPEAKER CONNECTION BRACKET,,,,,RG Jones,,,,,,15.4,,15.4,,,
HY-CN7W-WP     F00,SPEAKER CONNECTION BRACKET,,,,,RG Jones,,,,,,25.2,,25.2,,,
HY-CW1B,SPEAKER MOUNTING BRACKET,,,,,RG Jones,,,,,,47.6,,47.6,,,
HY-CW1W,SPEAKER MOUNTING BRACKET,,,,,RG Jones,,,,,,47.6,,47.6,,,
HY-CW1WP,SPEAKER MOUNTING BRACKET,,,,,RG Jones,,,,,,84.0,,84.0,,,
HY-H1,ADAPTER PANEL,,,,,RG Jones,,,,,,12.6,,12.6,,,
HY-MS7B-WP     A00,SPEAKER WALL MOUNTING BRACKET,,,,,RG Jones,,,,,,725.2,,725.2,,,
HY-MS7W-WP     A00,SPEAKER WALL MOUNTING BRACKET,,,,,RG Jones,,,,,,755.44,,755.44,,,
HY-MT7         F00,MATCHING TRANSFORMER ADAPTER,,,,,RG Jones,,,,,,44.8,,44.8,,,
HY-PF1B,SPEAKER RIGGING FRAME,,,,,RG Jones,,,,,,55.44,,55.44,,,
HY-PF1W,SPEAKER RIGGING FRAME,,,,,RG Jones,,,,,,55.44,,55.44,,,
HY-PF1WP,SPEAKER RIGGING FRAME,,,,,RG Jones,,,,,,70.0,,70.0,,,
HY-PF7B        F00,SPEAKER RIGGING FRAME,,,,,RG Jones,,,,,,67.2,,67.2,,,
HY-PF7W        F00,SPEAKER RIGGING FRAME,,,,,RG Jones,,,,,,67.2,,67.2,,,
HY-RR1,REINFORCEMENT RING,,,,,RG Jones,,,,,,5.6,,5.6,,,
HY-RR2,REINFORCEMENT RING,,,,,RG Jones,,,,,,8.4,,8.4,,,
HY-ST1,SPEAKER STAND ADAPTER,,,,,RG Jones,,,,,,33.6,,33.6,,,
HY-ST7         A00,SPEAKER STAND ADAPTER,,,,,RG Jones,,,,,,221.2,,221.2,,,
HY-TB1,TILE BAR BRIDGE,,,,,RG Jones,,,,,,8.96,,8.96,,,
HY-TM7B-WP     A00,SPEAKER RIGGING BRACKET,,,,,RG Jones,,,,,,257.6,,257.6,,,
HY-TM7W-WP     A00,SPEAKER RIGGING BRACKET,,,,,RG Jones,,,,,,257.6,,257.6,,,
HY-TR1,TRIM RING,,,,,RG Jones,,,,,,11.2,,11.2,,,
HY-VM7B        A00,SPEAKER RIGGING BRACKET,,,,,RG Jones,,,,,,221.2,,221.2,,,
HY-VM7W        A00,SPEAKER RIGGING BRACKET,,,,,RG Jones,,,,,,221.2,,221.2,,,
HY-W0801,WALL MOUNT BRACKET,,,,,RG Jones,,,,,,98.0,,98.0,,,
HY-W0801W,WALL MOUNT BRACKET,,,,,RG Jones,,,,,,98.0,,98.0,,,
HY-WM1B,SPEAKER MOUNTING BRACKET,,,,,RG Jones,,,,,,22.4,,22.4,,,
HY-WM1W,SPEAKER MOUNTING BRACKET,,,,,RG Jones,,,,,,22.4,,22.4,,,
HY-WM1WP,SPEAKER MOUNTING BRACKET,,,,,RG Jones,,,,,,42.0,,42.0,,,
HY-WM1WP  EU,SPEAKER MOUNTING BRACKET,,,,,RG Jones,,,,,,30.8,,30.8,,,
HY-WM2B,SPEAKER MOUNTING BRACKET,,,,,RG Jones,,,,,,28.0,,28.0,,,
HY-WM2W,SPEAKER MOUNTING BRACKET,,,,,RG Jones,,,,,,28.0,,28.0,,,
HY-WM2WP,SPEAKER MOUNTING BRACKET,,,,,RG Jones,,,,,,44.8,,44.8,,,
HY-WM7B        A00,SPEAKER WALL MOUNTING BRACKET,,,,,RG Jones,,,,,,148.4,,148.4,,,
HY-WM7W        A00,SPEAKER WALL MOUNTING BRACKET,,,,,RG Jones,,,,,,154.0,,154.0,,,
IEM-S4.16   D04,In-Ear Monitoring System CH70 set,,,,,RG Jones,,,,,,181.13,,181.13,,,
IEM-S4.16   G01,In-Ear Monitoring System CH38 set,,,,,RG Jones,,,,,,181.13,,181.13,,,
IEM-S4.16-RXD04,In-Ear Monitoring System CH70 Receiver,,,,,RG Jones,,,,,,70.88,,70.88,,,
IEM-S4.16-RXG01,In-Ear Monitoring System CH38 Receiver,,,,,RG Jones,,,,,,70.88,,70.88,,,
IEM-S4.16-TXD04,In-Ear MonitoringSystem CH70 Transmitter,,,,,RG Jones,,,,,,123.38,,123.38,,,
IEM-S4.16-TXG01,In-Ear MonitoringSystem CH38 Transmitter,,,,,RG Jones,,,,,,123.38,,123.38,,,
IP-3000SM      QD,System Manager,,,,,RG Jones,,,,,,3105.0,,3105.0,,,
IP-300RM    4CEC00,IP REMOTE MICROPHONE,,,,,RG Jones,,,,,,510.0,,510.0,,,
IP-3010AF   4CEC00,AUDIO INTERFACE UNIT,,,,,RG Jones,,,,,,617.4,,617.4,,,
IP-A1AF        E00,IP AUDIO INTERFACE,,,,,RG Jones,,,,,,237.0,,237.0,,,
IP-A1MP        E00,MICROPHONE PANEL,,,,,RG Jones,,,,,,108.0,,108.0,,,
IP-A1PA12      E00,IP POWER AMPLIFIER 12W,,,,,RG Jones,,,,,,345.0,,345.0,,,
IP-A1PC238     E00,IP CEILING SPEAKER 8W,,,,,RG Jones,,,,,,239.4,,239.4,,,
IP-A1PC580R    E00,IP CEILING MOUNT SPEAKER 8W,,,,,RG Jones,,,,,,1.0,,1.0,,,
IP-A1PC580S    E00,IP SQUARE SPEAKER 8W,,,,,RG Jones,,,,,,1.0,,1.0,,,
IP-A1PG        E00,IP PAGING GATEWAY,,,,,RG Jones,,,,,,411.0,,411.0,,,
IP-A1RM     Y  E00,IP REMOTE MICROPHONE,,,,,RG Jones,,,,,,570.0,,570.0,,,
IP-A1SC15      E00,IP HORN SPEAKER 15W,,,,,RG Jones,,,,,,239.4,,239.4,,,
IP-EN1-EB,ERROR DISPLAY,,,,,RG Jones,,,,,,95.29,,95.29,,,
IR-200BC  CE-GB,BATTERY CHARGER,,,,,RG Jones,,,,,,244.13,,244.13,,,
IR-200BT-2Y,NI-MH BATTERY,,,,,RG Jones,,,,,,15.23,,15.23,,,
IR-200M   Y,INFRARED WIRELESS MICROPHONE,,,,,RG Jones,,,,,,131.25,,131.25,,,
IR-210BT-2  Y  A00,NI-MH BATTERY,,,,,RG Jones,,,,,,19.43,,19.43,,,
IR-300M   Y,INFRARED WIRELESS MICROPHONE,,,,,RG Jones,,,,,,136.5,,136.5,,,
IR-310BC  CE-GB,BATTERY CHARGER,,,,,RG Jones,,,,,,144.38,,144.38,,,
IR-310BC  US,BATTERY CHARGER,,,,,RG Jones,,,,,,128.63,,128.63,,,
IR-310M   Y,INFRARED WIRELESS MICROPHONE,,,,,RG Jones,,,,,,136.5,,136.5,,,
IR-500R   Y,INFRARED WIRELESS RECEIVER,,,,,RG Jones,,,,,,107.63,,107.63,,,
IR-510R   Y,INFRARED WIRELESS RECEIVER,,,,,RG Jones,,,,,,154.88,,154.88,,,
IR-520R   Y,INFRARED WIRELESS RECEIVER,,,,,RG Jones,,,,,,49.88,,49.88,,,
IR-700D   CE-GB,INFRARED WIRELESS DISTRIBUTOR,,,,,RG Jones,,,,,,115.5,,115.5,,,
IR-702T   CE,INFRARED WIRELESS TUNER,,,,,RG Jones,,,,,,146.48,,146.48,,,
IR-702T   CE-GB,INFRARED WIRELESS TUNER,,,,,RG Jones,,,,,,154.88,,154.88,,,
IR-802T   CE-GB,INFRARED WIRELESS TUNER,,,,,RG Jones,,,,,,207.38,,207.38,,,
IR-820SP  Y,INFRARED WIRELESS SPEAKER,,,,,RG Jones,,,,,,312.38,,312.38,,,
IT-450,INPUT TRANSFORMER,,,,,RG Jones,,,,,,15.7,,15.7,,,
L-01F,LINEMATCHING TRANS MODULE,,,,,RG Jones,,,,,,25.61,,25.61,,,
LC3 NEW        QO,2-Way Line Card for Type B Telephone,,,,,RG Jones,,,,,,17.0,,17.0,,,
LD-BNC-BNC-10M,Trantec 10m BNC to BNC Plug Lead,,,,,RG Jones,,,,,,13.13,,13.13,,,
